Word,Pronounce
advent,[ˈæd.vent]
allege,[əˈledʒ]
alteration,[ˌɒl.təˈreɪ.ʃən]
amnesty,[ˈæm.nə.sti]
annihilate,[əˈnaɪ.ə.leɪt]
antedate,[ˌæn.tiˈdeɪt]
anterior,[ænˈtɪə.ri.ər]
array,[əˈreɪ]
ascribe,[əˈskraɪb]
calculate,[ˈkæl.kjə.leɪt]
causality,[kɔːˈzæl.ə.ti]
cognitive,[ˈkɒɡ.nə.tɪv]
coherent,[kəʊˈhɪə.rənt]
commodity,[kəˈmɒd.ə.ti]
confer,[kənˈfɜːr]
connotation,[ˌkɒn.əˈteɪ.ʃən]
constraint,[kənˈstreɪnt]
convey,[kənˈveɪ]
counteract,[ˌkaʊn.tərˈækt]
counterpart,[ˈkaʊn.tə.pɑːt]
decipher,[dɪˈsaɪ.fər]
delicate,[ˈdel.ɪ.kət]
designate,[ˈdez.ɪɡ.neɪt]
devise,[dɪˈvaɪz]
diffuse,[dɪˈfjuːz]
dine,[daɪn]
discard,[dɪˈskɑːd]
discern,[dɪˈsɜːn]
discouse,[/ˈkwɔː.tə.bæk/]
discrete,[dɪˈskriːt]
emulate,[ˈem.jə.leɪt]
endow,[ɪnˈdaʊ]
ensue,[ɪnˈsjuː]
exigency,[ˈek.sɪ.dʒən.si]
fallacy,[ˈfæl.ə.si]
figuratively,[ˈfɪɡ.ər.ə.tɪv.li]
forbear,[fɔːˈbeər]
furthermore,[ˌfɜː.ðəˈmɔːr]
hereby,[ˌhɪəˈbaɪ]
irrelevant,[ɪˈrel.ə.vənt]
lest,[lest]
likewise,[ˈlaɪk.waɪz]
nevertheless,[ˌnev.ə.ðəˈles]
nominate,[ˈnɒm.ɪ.neɪt]
nonetheless,[ˌnʌn.ðəˈles]
notably,[ˈnəʊ.tə.bli]
petition,[pəˈtɪʃ.ən]
plural,[ˈplʊə.rəl]
predecessor,[ˈpriː.dɪˌses.ər]
predicate,[ˈpred.ɪ.kət]
provision,[prəˈvɪʒ.ən]
refute,[rɪˈfjuːt]
render,[ˈren.dər]
scant,[skænt]
scrutiny,[ˈskruː.tɪ.ni]
segregate,[ˈseɡ.rɪ.ɡeɪt]
specific,[spəˈsɪf.ɪk]
subsequent,[ˈsʌb.sɪ.kwənt]
successive,[səkˈses.ɪv]
supposedly,[səˈpəʊ.zɪd.li]
sustain,[səˈsteɪn]
thus,[ðʌs]
vend,[vend]
wane,[weɪn]
whereas,[weərˈæz]
acne,[ˈæk.ni]
ailment,[ˈeɪl.mənt]
asthma,[ˈæs.mə]
breakdown,[ˈbreɪk.daʊn]
breathe,[briːð]
bruise,[bruːz]
burnout,[ˈbɜrnˌɑʊt]
cancer,[ˈkæn.sər]
choke,[tʃəʊk]
chronic,[ˈkrɒn.ɪk]
cripple,[ˈkrɪp.əl]
deform,[dɪˈfɔːm]
dental,[ˈden.təl]
diabetes,[ˌdaɪ.əˈbiː.tiːz]
disease,[dɪˈziːz]
epidemic,[ˌep.ɪˈdem.ɪk]
eyesight,[ˈaɪ.saɪt]
faint,[feɪnt]
fatal,[ˈfeɪ.təl]
fever,[ˈfiː.vər]
genetics,[dʒəˈnet.ɪks]
germ,[dʒɜːm]
heatstroke,[ˈhiːt.strəʊk]
illness,[ˈɪl.nəs]
indigestion,[ˌɪn.dɪˈdʒes.tʃən]
infection,[ɪnˈfek.ʃən]
influenza,[ˌɪn.fluˈen.zə]
injure,[ˈɪn.dʒər]
insomnia,[ɪnˈsɒm.ni.ə]
invalid,[ɪnˈvæl.ɪd]
itch,[ɪtʃ]
leper,[ˈlep.ər]
medical,[ˈmed.ɪ.kəl]
obesity,[əʊˈbiː.sə.ti]
odor,[ˈoʊ·dər]
optics,[ˈɒp.tɪks]
oral,[ˈɔː.rəl]
osteoporosis,[ˌɒs.ti.əʊ.pəˈrəʊ.sɪs]
paralysis,[pəˈræl.ə.sɪs]
plague,[pleɪɡ]
pneumonia,[njuːˈməʊ.ni.ə]
pregnant,[ˈpreɡ.nənt]
psychiatric,[ˌsaɪ.kiˈæt.rɪk]
psychology,[saɪˈkɒl.ə.dʒi]
seizure,[ˈsiː.ʒər]
smallpox,[ˈsmɔːl.pɒks]
sneeze,[sniːz]
sore,[sɔːr]
specialist,[ˈspeʃ.əl.ɪst]
sprain,[spreɪn]
stain,[steɪn]
sting,[stɪŋ]
suicide,[ˈsuː.ɪ.saɪd]
tension,[ˈten.ʃən]
trim,[trɪm]
vision,[ˈvɪʒ.ən]
visual,[ˈvɪʒ.u.əl]
vomit,[ˈvɒm.ɪt]
wound,[wuːnd]
wrinkle,[ˈrɪŋ.kəl]
abort,[əˈbɔːt]
abstain,[æbˈsteɪn]
antibiotic,[ˌæn.ti.baɪˈɒt.ɪk]
apparatus,[ˌæp.əˈreɪ.təs]
beverage,[ˈbev.ər.ɪdʒ]
coffin,[ˈkɒf.ɪn]
continual,[kənˈtɪn.ju.əl]
cosmetic,[kɒzˈmet.ɪk]
cure,[kjʊər]
dairty,[/ˈkwɔː.tə.bæk/]
diagonose,[/ˈkwɔː.tə.bæk/]
dispense,[dɪˈspens]
donor,[ˈdəʊ.nər]
dose,[dəʊs]
edible,[ˈed.ə.bəl]
gradually,[ˈɡrædʒ.u.ə.li]
heal,[hiːl]
inhale,[ɪnˈheɪl]
inject,[ɪnˈdʒekt]
intensive,[ɪnˈten.sɪv]
lifetime,[ˈlaɪf.taɪm]
medicine,[ˈmed.ɪ.sən]
nourish,[ˈnʌr.ɪʃ]
nurture,[ˈnɜː.tʃər]
nutrition,[njuːˈtrɪʃ.ən]
operation,[ˌɒp.ərˈeɪ.ʃən]
painkiller,[ˈpeɪnˌkɪl.ər]
pesticide,[ˈpes.tɪ.saɪd]
pharmacy,[ˈfɑː.mə.si]
precaution,[prɪˈkɔː.ʃən]
prescribe,[prɪˈskraɪb]
protein,[ˈprəʊ.tiːn]
recover,[rɪˈkʌv.ər]
rehabilitate,[ˌriː.həˈbɪl.ɪ.teɪt]
relieve,[rɪˈliːv]
remedy,[ˈrem.ə.di]
reproduce,[ˌriː.prəˈdʒuːs]
revive,[rɪˈvaɪv]
smear,[smɪər]
soothe,[suːð]
sprinkle,[ˈsprɪŋ.kəl]
stimulate,[ˈstɪm.jə.leɪt]
stitch,[stɪtʃ]
supplement,[ˈsʌp.lɪ.mənt]
surgeon,[ˈsɜː.dʒən]
swallow,[ˈswɒl.əʊ]
symptom,[ˈsɪmp.təm]
tablet,[ˈtæb.lət]
therapy,[ˈθer.ə.pi]
tehermomemter,[/ˈkwɔː.tə.bæk/]
transplant,[trænˈsplɑːnt]
treatment,[ˈtriːt.mənt]
ultraviolet,[ˌʌl.trəˈvaɪə.lət]
undergo,[ˌʌn.dəˈɡəʊ]
abuse,[əˈbjuːz]
active,[ˈæk.tɪv]
addict,[ˈæd.ɪkt]
apparent,[əˈpær.ənt]
awake,[əˈweɪk]
barren,[ˈbær.ən]
carefree,[ˈkeə.friː]
casualty,[ˈkæʒ.ju.əl.ti]
coma,[ˈkəʊ.mə]
complex,[ˈkɒm.pleks]
conception,[kənˈsep.ʃən]
contagious,[kənˈteɪ.dʒəs]
contaminate,[kənˈtæm.ɪ.neɪt]
daze,[deɪz]
digest,[daɪˈdʒest]
dilemma,[daɪˈlem.ə]
disabled,[dɪˈseɪ.bəld]
discomfort,[dɪˈskʌm.fət]
dwarf,[dwɔːf]
female,[ˈfiː.meɪl]
fertile,[ˈfɜː.taɪl]
frost,[frɒst]
grave,[ɡreɪv]
heartbeat,[ˈhɑːt.biːt]
helpless,[ˈhelp.ləs]
heredity,[hɪˈred.ə.ti]
hygiene,[ˈhaɪ.dʒiːn]
immune,[ɪˈmjuːn]
inborn,[ˌɪnˈbɔːn]
incurable,[ɪnˈkjʊə.rə.bəl]
infancy,[ˈɪn.fən.si]
inherent,[ɪnˈher.ənt]
innermost,[ˈɪn.ə.məʊst]
malnutrition,[ˌmæl.njuːˈtrɪʃ.ən]
mature,[məˈtʃʊər]
medium,[ˈmiː.di.əm]
minor,[ˈmaɪ.nər]
mortal,[ˈmɔː.təl]
mute,[mjuːt]
numb,[nʌm]
outbrak,[/ˈkwɔː.tə.bæk/]
outlive,[ˌaʊtˈlɪv]
painful,[ˈpeɪn.fəl]
pnic,[/ˈkwɔː.tə.bæk/]
patient,[ˈpeɪ.ʃənt]
perpetual,[pəˈpetʃ.u.əl]
premature,[ˈprem.ə.tʃər]
pulse,[pʌls]
rash,[ræʃ]
recovery,[rɪˈkʌv.ər.i]
retarded,[rɪˈtɑː.dɪd]
sanitation,[ˌsæn.ɪˈteɪ.ʃən]
serious,[ˈsɪə.ri.əs]
severe,[sɪˈvɪər]
shiver,[ˈʃɪv.ər]
spirit,[ˈspɪr.ɪt]
stable,[ˈsteɪ.bəl]
stamina,[ˈstæm.ɪ.nə]
stationary,[ˈsteɪ.ʃən.ər.i]
stink,[stɪŋk]
stout,[N/A]
survive,[səˈvaɪv]
syndrome,[ˈsɪn.drəʊm]
tendency,[ˈten.dən.si]
toxic,[ˈtɒk.sɪk]
verge,[vɜːdʒ]
victim,[ˈvɪk.tɪm]
vigor,[ˈvɪɡ.ɚ]
weakness,[N/A]
welfare,[ˈwel.feər]
worsen,[ˈwɜː.sən]
yawn,[jɔːn]
adopt,[əˈdɒpt]
alive,[əˈlaɪv]
artery,[ˈɑː.tər.i]
audible,[ˈɔː.də.bəl]
auditory,[ˈɔː.dɪ.tər.i]
beard,[bɪəd]
belly,[ˈbel.i]
bosom,[ˈbʊz.əm]
breed,[briːd]
brow,[braʊ]
chew,[tʃuː]
conceive,[kənˈsiːv]
consume,[kənˈsjuːm]
corpse,[kɔːps]
cringe,[krɪndʒ]
desire,[dɪˈzaɪər]
digit,[ˈdɪdʒ.ɪt]
discern,[dɪˈsɜːn]
embrace,[ɪmˈbreɪs]
exertion,[ɪɡˈzɜː.ʃən]
face,[feɪs]
flesh,[fleʃ]
flush,[flʌʃ]
forearm,[ˈfɔː.rɑːm]
forefinger,[ˈfɔːˌfɪŋ.ɡər]
forehead,[ˈfɒr.ɪd]
glar,[/ˈkwɔː.tə.bæk/]
grin,[ɡrɪn]
hairdo,[ˈheə.duː]
impact,[ˈɪm.pækt]
indicate,[ˈɪn.dɪ.keɪt]
limp,[lɪmp]
liver,[ˈlɪv.ər]
moan,[məʊn]
muscle,[ˈmʌs.əl]
narcissism,[ˈnɑː.sɪ.sɪ.zəm]
nerve,[nɜːv]
offend,[əˈfend]
organism,[ˈɔː.ɡən.ɪ.zəm]
outgrow,[ˌaʊtˈɡrəʊ]
paw,[pɔː]
posterior,[pɒsˈtɪə.ri.ər]
posture,[ˈpɒs.tʃər]
project,[ˈprɒdʒ.ekt]
prolong,[prəˈlɒŋ]
reject,[rɪˈdʒekt]
resist,[rɪˈzɪst]
respire,[rɪˈspaɪər]
restrain,[rɪˈstreɪn]
retina,[ˈret.ɪ.nə]
scar,[skɑːr]
sensory,[ˈsen.sər.i]
shuffle,[ˈʃʌf.əl]
skeleton,[ˈskel.ə.tən]
skull,[skʌl]
spine,[spaɪn]
thigh,[θaɪ]
throat,[θrəʊt]
throb,[θrɒb]
tolerate,[ˈtɒl.ər.eɪt]
tongue,[tʌŋ]
underneath,[ˌʌn.dəˈniːθ]
vein,[veɪn]
wag,[wæɡ]
weep,[wiːp]
womb,[wuːm]
abnormal,[æbˈnɔː.məl]
afflict,[əˈflɪkt]
alienation,[ˌeɪ.li.əˈneɪ.ʃən]
aromatic,[ˌær.əˈmæt.ɪk]
awful,[ˈɔː.fəl]
bald,[bɔːld]
burial,[ˈber.i.əl]
cemetery,[ˈsem.ə.tri]
certificate,[səˈtɪf.ɪ.kət]
circulate,[ˈsɜː.kjə.leɪt]
clarify,[ˈklær.ɪ.faɪ]
conceal,[kənˈsiːl]
crucial,[ˈkruː.ʃəl]
deadly,[ˈded.li]
decay,[dɪˈkeɪ]
deficient,[dɪˈfɪʃ.ənt]
degenerate,[dɪˈdʒen.ə.reɪt]
diaper,[ˈdaɪ.pər]
environment,[ɪnˈvaɪ.rən.mənt]
expose,[ɪkˈspəʊz]
exterminate,[ɪkˈstɜː.mɪ.neɪt]
Fahrenheit,[ˈfær.ən.haɪt]
feeble,[ˈfiː.bəl]
fragile,[ˈfrædʒ.aɪl]
hazardous,[ˈhæz.ə.dəs]
hiberante,[/ˈkwɔː.tə.bæk/]
impair,[ɪmˈpeər]
improve,[ɪmˈpruːv]
insert,[ɪnˈsɜːt]
insurance,[ɪnˈʃɔː.rəns]
listless,[ˈlɪst.ləs]
mustache,[məˈstɑːʃ]
nasty,[ˈnɑː.sti]
neglect,[nɪˈɡlekt]
nervous,[ˈnɜː.vəs]
nursery,[ˈnɜː.sər.i]
obscure,[əbˈskjʊər]
scratch,[skrætʃ]
skinny,[ˈskɪn.i]
subconscious,[ˌsʌbˈkɒn.ʃəs]
thron,[/ˈkwɔː.tə.bæk/]
vital,[ˈvaɪ.təl]
accentuate,[əkˈsen.tʃu.eɪt]
accept,[əkˈsept]
admit,[ədˈmɪt]
adore,[əˈdɔːr]
affable,[ˈæf.ə.bəl]
affect,[əˈfekt]
anticipate,[ænˈtɪs.ɪ.peɪt]
apologize,[əˈpɒl.ə.dʒaɪz]
appease,[əˈpiːz]
appreciate,[əˈpriː.ʃi.eɪt]
approve,[əˈpruːv]
assert,[əˈsɜːt]
assume,[əˈsjuːm]
assure,[əˈʃɔːr]
attract,[əˈtrækt]
autonomy,[ɔːˈtɒn.ə.mi]
beloved,[bɪˈlʌv.ɪd]
bless,[bles]
bliss,[blɪs]
bond,[bɒnd]
bright,[braɪt]
charity,[ˈtʃær.ə.ti]
cherish,[ˈtʃer.ɪʃ]
comfort,[ˈkʌm.fət]
commit,[kəˈmɪt]
compassion,[kəmˈpæʃ.ən]
concerned,[kənˈsɜːnd]
condolence,[kənˈdəʊ.ləns]
confident,[ˈkɒn.fɪ.dənt]
curious,[ˈkjʊə.ri.əs]
definitely,[ˈdef.ɪ.nət.li]
delight,[dɪˈlaɪt]
demure,[dɪˈmjʊər]
dignity,[ˈdɪɡ.nə.ti]
earnest,[ˈɜː.nɪst]
emotion,[ɪˈməʊ.ʃən]
esteem,[ɪˈstiːm]
faithful,[ˈfeɪθ.fəl]
fidelity,[fɪˈdel.ə.ti]
fine,[faɪn]
forgive,[fəˈɡɪv]
frank,[fræŋk]
goodwill,[ɡʊdˈwɪl]
gratitude,[ˈɡræt.ɪ.tʃuːd]
heartbreaking,[ˈhɑːtˌbreɪ.kɪŋ]
heartfelt,[ˈhɑːt.felt]
humble,[ˈhʌm.bəl]
intensity,[ɪnˈten.sə.ti]
keen,[kiːn]
laughter,[ˈlɑːf.tər]
meditate,[ˈmed.ɪ.teɪt]
mercy,[ˈmɜː.si]
mindful,[ˈmaɪnd.fəl]
passionate,[ˈpæʃ.ən.ət]
placate,[pləˈkeɪt]
prudent,[ˈpruː.dənt]
reciprocal,[rɪˈsɪp.rə.kəl]
revere,[rɪˈvɪər]
sensitive,[ˈsen.sɪ.tɪv]
sympathy,[ˈsɪm.pə.θi]
thoughtful,[ˈθɔːt.fəl]
trusting,[ˈtrʌs.tɪŋ]
unchangeable,[ʌnˈtʃeɪn.dʒə.bəl]
undying,[ʌnˈdaɪ.ɪŋ]
valiant,[ˈvæl.i.ənt]
warmhearted,[N/A]
absurd,[əbˈsɜːd]
accuse,[N/A]
aggressive,[əˈɡres.ɪv]
agony,[N/A]
alarm,[əˈlɑːm]
anguish,[ˈæŋ.ɡwɪʃ]
annot,[/ˈkwɔː.tə.bæk/]
antagonist,[N/A]
antipathy,[ænˈtɪp.ə.θi]
anxiety,[æŋˈzaɪ.ə.ti]
arrogant,[ˈær.ə.ɡənt]
ashamed,[əˈʃeɪmd]
avenge,[əˈvendʒ]
betray,[bɪˈtreɪ]
bias,[ˈbaɪ.əs]
blame,[bleɪm]
brutal,[ˈbruː.təl]
capricious,[kəˈprɪʃ.əs]
chilly,[ˈtʃɪl.i]
complain,[kəmˈpleɪn]
conservative,[kənˈsɜː.və.tɪv]
contempt,[kənˈtempt]
coward,[ˈkaʊ.əd]
crude,[kruːd]
cruel,[ˈkruː.əl]
curb,[kɜːb]
cynical,[ˈsɪn.ɪ.kəl]
damp,[dæmp]
deception,[dɪˈsep.ʃən]
defiance,[dɪˈfaɪ.əns]
detest,[dɪˈtest]
devoid,[dɪˈvɔɪd]
disadvantage,[ˌdɪs.ədˈvɑːn.tɪdʒ]
disgust,[dɪsˈɡʌst]
disinterested,[dɪˈsɪn.trə.stɪd]
dismal,[ˈdɪz.məl]
dismay,[dɪˈsmeɪ]
displeasure,[dɪˈspleʒ.ər]
disrespectful,[ˌdɪs.rɪˈspekt.fəl]
distort,[dɪˈstɔːt]
distress,[dɪˈstres]
downplay,[ˌdaʊnˈpleɪ]
dread,[dred]
dull,[dʌl]
envious,[ˈen.vi.əs]
evil,[ˈiː.vəl]
favoritism,[ˈfeɪ.vər.ɪ.tɪ.zəm]
fierce,[fɪəs]
fiery,[ˈfaɪə.ri]
frantic,[ˈfræn.tɪk]
frigid,[ˈfrɪdʒ.ɪd]
frown,[fraʊn]
fume,[fjuːm]
fury,[ˈfjʊə.ri]
gloomy,[ˈɡluː.mi]
grief,[ɡriːf]
grudge,[ɡrʌdʒ]
guilty,[ˈɡɪl.ti]
horror,[ˈhɒr.ər]
hostility,[hɒsˈtɪl.ə.ti]
hypocrisy,[hɪˈpɒk.rɪ.si]
indifferent,[ɪnˈdɪf.ər.ənt]
indignant,[ɪnˈdɪɡ.nənt]
inexcusable,[ˌɪn.ɪkˈskjuː.zə.bəl]
inflame,[ɪnˈfleɪm]
inflexible,[ɪnˈflek.sə.bəl]
insecure,[ˌɪn.sɪˈkjʊər]
insignificant,[ˌɪn.sɪɡˈnɪf.ɪ.kənt]
irritable,[ˈɪr.ɪ.tə.bəl]
jealous,[ˈdʒel.əs]
lament,[ləˈment]
melancholy,[ˈmel.əŋ.kɒl.i]
miserably,[ˈmɪz.ər.ə.bli]
mourn,[mɔːn]
negative,[ˈneɡ.ə.tɪv]
obsess,[əbˈses]
outrage,[ˈaʊt.reɪdʒ]
pang,[pæŋ]
pathetic,[pəˈθet.ɪk]
pitiful,[ˈpɪt.i.fəl]
prejudice,[ˈpredʒ.ə.dɪs]
rage,[reɪdʒ]
sarcastic,[sɑːˈkæs.tɪk]
scorn,[skɔːn]
shred,[ʃred]
shudder,[ˈʃʌd.ər]
sly,[slaɪ]
sneer,[snɪər]
sorrow,[ˈsɒr.əʊ]
trivial,[ˈtrɪv.i.əl]
ubiquitous,[juːˈbɪk.wɪ.təs]
unease,[ʌnˈiːz]
upset,[ʌpˈset]
wail,[weɪl]
weird,[wɪəd]
wrath,[rɒθ]
affirm,[əˈfɜːm]
alert,[əˈlɜːt]
ambiguous,[æmˈbɪɡ.ju.əs]
astonish,[əˈstɒn.ɪʃ]
attitude,[ˈæt.ɪ.tʃuːd]
behavior,[bɪˈheɪ.vjɚ]
beware,[bɪˈweər]
bewitch,[N/A]
blush,[N/A]
caution,[ˈkɔː.ʃən]
commence,[kəˈmens]
complacent,[kəmˈpleɪ.sənt]
conscious,[ˈkɒn.ʃəs]
constrict,[kənˈstrɪkt]
deem,[diːm]
delude,[dɪˈluːd]
depress,[dɪˈpres]
disagreement,[ˌdɪs.əˈɡriː.mənt]
dizzy,[ˈdɪz.i]
drowsy,[ˈdraʊ.zi]
ego,[ˈiː.ɡəʊ]
empathetic,[ˌem.pəˈθet.ɪk]
entail,[ɪnˈteɪl]
evoke,[ɪˈvəʊk]
exclaim,[ɪkˈskleɪm]
exhaust,[ɪɡˈzɔːst]
falter,[ˈfɒl.tər]
fatigue,[fəˈtiːɡ]
fixate,[fɪkˈseɪt]
flattery,[ˈflæt.ər.i]
freewheeling,[ˈfri.wiː.lɪŋ]
frighten,[ˈfraɪ.tən]
heyday,[ˈheɪ.deɪ]
homage,[ˈhɒm.ɪdʒ]
hotly,[ˈhɒt.li]
impulsive,[ɪmˈpʌl.sɪv]
incline,[ɪnˈklaɪn]
inconvenience,[ˌɪn.kənˈviː.ni.əns]
induce,[ɪnˈdjuːs]
indulge,[ɪnˈdʌldʒ]
inhibit,[ɪnˈhɪb.ɪt]
intolerable,[ɪnˈtɒl.ər.ə.bəl]
intriguing,[ɪnˈtriː.ɡɪŋ]
irony,[ˈaɪ.rə.ni]
mood,[muːd]
passive,[ˈpæs.ɪv]
perplex,[pəˈpleks]
piety,[ˈpaɪ.ə.ti]
preoccupy,[ˌpriːˈɒk.jʊ.paɪ]
reflect,[rɪˈflekt]
reluctant,[rɪˈlʌk.tənt]
restraint,[rɪˈstreɪnt]
sensation,[senˈseɪ.ʃən]
sensational,[senˈseɪ.ʃən.əl]
sentiment,[ˈsen.tɪ.mənt]
skeptical,[ˈskep.tɪ.kəl]
sob,[sɒb]
stern,[stɜːn]
stiffen,[ˈstɪf.ən]
subjective,[səbˈdʒek.tɪv]
superficial,[ˌsuː.pəˈfɪʃ.əl]
tact,[tækt]
temperament,[ˈtem.pər.ə.mənt]
thump,[θʌmp]
trepidation,[ˌtrep.ɪˈdeɪ.ʃən]
unaware,[ˌʌn.əˈweər]
uncertain,[ʌnˈsɜː.tən]
vain,[veɪn]
vibrant,[ˈvaɪ.brənt]
vice versa,[N/A]
weary,[ˈwɪə.ri]
whim,[wɪm]
advocate,[ˈæd.və.keɪt]
allude,[əˈluːd]
appeal,[əˈpiːl]
argue,[ˈɑːɡ.juː]
attribute,[ˈæt.rɪ.bjuːt]
brief,[briːf]
chant,[tʃɑːnt]
chat,[tʃæt]
colleague,[ˈkɒl.iːɡ]
command,[kəˈmɑːnd]
comment,[ˈkɒm.ent]
compliment,[ˈkɒm.plɪ.mənt]
condemn,[kənˈdem]
conference,[ˈkɒn.fər.əns]
confess,[kənˈfes]
consent,[kənˈsent]
contact,[ˈkɒn.tækt]
contradict,[ˌkɒn.trəˈdɪkt]
controversy,[ˈkɒn.trə.vɜː.si]
convince,[kənˈvɪns]
council,[ˈkaʊn.səl]
counsel,[ˈkaʊn.səl]
criticize,[ˈkrɪt.ɪ.saɪz]
decline,[dɪˈklaɪn]
demand,[dɪˈmɑːnd]
deny,[dɪˈnaɪ]
describe,[dɪˈskraɪb]
dispute,[dɪˈspjuːt]
express,[ɪkˈspres]
fluency,[ˈfluː.ən.si]
imply,[ɪmˈplaɪ]
inform,[ɪnˈfɔːm]
inquire,[ɪnˈkwaɪər]
interrogate,[ɪnˈter.ə.ɡeɪt]
interrupt,[ˌɪn.təˈrʌpt]
lingua,[ˌlɪŋ.ɡwə ˈfræŋ.kə]
mention,[ˈmen.ʃən]
murmur,[ˈmɜː.mər]
narration,[nəˈreɪ.ʃən]
notate,[/ˈkwɔː.tə.bæk/]
offer,[ˈɒf.ər]
pause,[pɔːz]
predict,[prɪˈdɪkt]
proclaim,[prəˈkleɪm]
protest,[ˈprəʊ.test]
recall,[rɪˈkɔːl]
recite,[rɪˈsaɪt]
record,[rɪˈkɔːd]
refer,[rɪˈfɜːr]
relate,[rɪˈleɪt]
remark,[rɪˈmɑːk]
remind,[rɪˈmaɪnd]
reply,[rɪˈplaɪ]
reprove,[rɪˈpruːv]
request,[rɪˈkwest]
response,[rɪˈspɒns]
suggest,[səˈdʒest]
testify,[ˈtes.tɪ.faɪ]
utter,[ˈʌt.ər]
warn,[wɔːn]
compulsive,[kəmˈpʌl.sɪv]
console,[kənˈsəʊl]
depend,[dɪˈpend]
determine,[dɪˈtɜː.mɪn]
dispel,[dɪˈspel]
distract,[dɪˈstrækt]
downright,[ˈdaʊn.raɪt]
enchant,[ɪnˈtʃɑːnt]
encourage,[ɪnˈkʌr.ɪdʒ]
endure,[ɪnˈdʒʊər]
engross,[ɪnˈɡrəʊs]
entertainment,[en.təˈteɪn.mənt]
especially,[ɪˈspeʃ.əl.i]
exaggerate,[ɪɡˈzædʒ.ə.reɪt]
exasperate,[ɪɡˈzɑː.spə.reɪt]
fascinate,[ˈfæs.ən.eɪt]
grumble,[ˈɡrʌm.bəl]
harsh,[hɑːʃ]
insistent,[ɪnˈsɪs.tənt]
inspire,[ɪnˈspaɪər]
interest,[ˈɪn.trəst]
interfere,[ˌɪn.təˈfɪər]
inrritate,[/ˈkwɔː.tə.bæk/]
jest,[dʒest]
mistrust,[ˌmɪsˈtrʌst]
misunderstand,[ˌmɪs.ʌn.dəˈstænd]
obligate,[ˈɑb·ləˌɡeɪt]
oppress,[əˈpres]
persuade,[pəˈsweɪd]
ponder,[ˈpɒn.dər]
reconciliation,[ˌrek.ənˌsɪl.iˈeɪ.ʃən]
regard,[rɪˈɡɑːd]
regret,[rɪˈɡret]
rejoice,[rɪˈdʒɔɪs]
repent,[rɪˈpent]
reproach,[rɪˈprəʊtʃ]
resent,[rɪˈzent]
resolve,[rɪˈzɒlv]
satisfy,[ˈsæt.ɪs.faɪ]
shrug,[ʃrʌɡ]
sigh,[saɪ]
smother,[ˈsmʌð.ər]
stifle,[ˈstaɪ.fəl]
support,[səˈpɔːt]
suppress,[səˈpres]
suspect,[səˈspekt]
tease,[tiːz]
tempt,[tempt]
unanimous,[juːˈnæn.ɪ.məs]
uphold,[ʌpˈhəʊld]
urge,[ɜːdʒ]
wary,[ˈweə.ri]
wonder,[ˈwʌn.dər]
yearn,[jɜːn]
accompany,[əˈkʌm.pə.ni]
advise,[ədˈvaɪz]
align,[əˈlaɪn]
aloof,[əˈluːf]
appoint,[əˈpɔɪnt]
assassinate,[əˈsæs.ɪ.neɪt]
assist,[əˈsɪst]
aware,[əˈweər]
banish,[ˈbæn.ɪʃ]
beholden,[bɪˈhəʊl.dən]
bewilder,[bɪˈwɪl.dər]
blunt,[blʌnt]
bother,[ˈbɒð.ər]
cheat,[tʃiːt]
coerce,[kəʊˈɜːs]
commend,[kəˈmend]
comprehend,[ˌkɒm.prɪˈhend]
conceited,[kənˈsiː.tɪd]
congratulate,[kənˈɡrætʃ.ə.leɪt]
congregate,[ˈkɒŋ.ɡrɪ.ɡeɪt]
contemplate,[ˈkɒn.təm.pleɪt]
deceive,[dɪˈsiːv]
deserve,[dɪˈzɜːv]
disappoint,[ˌdɪs.əˈpɔɪnt]
discredit,[dɪˈskred.ɪt]
disguise,[dɪsˈɡaɪz]
dishonor,[dɪˈsɑː.nɚ]
displease,[dɪˈspliːz]
embody,[ɪmˈbɒd.i]
emerge,[ɪˈmɜːdʒ]
empathize,[ˈem.pə.θaɪz]
emphasis,[ˈem.fə.sɪs]
encounter,[ɪnˈkaʊn.tər]
ensure,[ɪnˈʃɔːr]
entrust,[ɪnˈtrʌst]
evaluate,[ɪˈvæl.ju.eɪt]
flattery,[ˈflæt.ər.i]
glimpse,[ɡlɪmps]
gracious,[ˈɡreɪ.ʃəs]
greet,[ɡriːt]
halt,[hɒlt]
hospitality,[ˌhɒs.pɪˈtæl.ə.ti]
housewarming,[ˈhaʊs.wɔː.mɪŋ]
imitate,[ˈɪm.ɪ.teɪt]
impede,[ɪmˈpiːd]
impel,[ɪmˈpel]
impose,[ɪmˈpəʊz]
impression,[ɪmˈpreʃ.ən]
improvise,[ˈɪm.prə.vaɪz]
incredible,[ɪnˈkred.ə.bəl]
inflict,[ɪnˈflɪkt]
intend,[ɪnˈtend]
kidnap,[ˈkɪd.næp]
liable,[ˈlaɪ.ə.bəl]
limitation,[ˌlɪm.ɪˈteɪ.ʃən]
manipulate,[məˈnɪp.jə.leɪt]
mediate,[ˈmiː.di.eɪt]
merely,[ˈmɪə.li]
nod,[nɒd]
offensive,[əˈfen.sɪv]
oversee,[ˌəʊ.vəˈsiː]
participate,[pɑːˈtɪs.ɪ.peɪt]
perceive,[pəˈsiːv]
permit,[pəˈmɪt]
pledge,[pledʒ]
presume,[prɪˈzjuːm]
